Date,Hour,Station_ID,Energy_Consumed,Charging_Sessions,Temperature,Rainfall,Humidity,Weather,Traffic_Level,Latitude,Longitude
2025-01-03,5,NSK_ADGAON_NKA,36.09,4,11.6,0.0,81,Cloudy,2,20.017,73.834
2025-01-03,6,NSK_GANGAPUR_RD,57.6,6,16.2,0.0,77,Cloudy,4,20.015,73.765
2025-01-03,7,NSK_CITY_CENTER,64.17,4,15.6,0.0,59,Cloudy,5,19.988,73.771
2025-01-03,8,NSK_ADGAON_NKA,61.96,4,18.9,0.0,23,Cloudy,4,20.017,73.834
2025-01-03,9,NSK_GANGAPUR_RD,103.73,8,22.7,0.0,38,Clear,8,20.015,73.765
2025-01-03,10,NSK_ADGAON_NKA,109.05,8,19.9,0.0,66,Cloudy,9,20.017,73.834
2025-01-03,11,NSK_CITY_CENTER,65.51,6,23.8,0.0,20,Sunny,4,19.988,73.771
2025-01-03,12,NSK_ADGAON_NKA,53.33,5,28.7,0.0,24,Sunny,3,20.017,73.834
2025-01-03,13,NSK_CITY_CENTER,53.99,5,23.6,0.0,36,Sunny,3,19.988,73.771
2025-01-03,14,NSK_ADGAON_NKA,50.26,4,22.0,0.0,70,Sunny,3,20.017,73.834
2025-01-03,15,NSK_ADGAON_NKA,58.69,4,23.8,0.0,51,Cloudy,4,20.017,73.834
2025-01-03,16,NSK_MUMBAI_HWY,72.59,6,22.2,0.0,63,Sunny,5,19.954,73.765
2025-01-03,17,NSK_CITY_CENTER,63.54,4,14.6,0.0,21,Sunny,5,19.988,73.771
2025-01-03,18,NSK_MUMBAI_HWY,110.74,9,17.0,0.0,51,Haze,9,19.954,73.765
2025-01-03,19,NSK_GANGAPUR_RD,109.79,8,14.4,0.0,27,Clear,9,20.015,73.765
2025-01-03,20,NSK_CITY_CENTER,85.26,8,13.7,0.0,62,Sunny,7,19.988,73.771
2025-01-03,21,NSK_ADGAON_NKA,49.15,3,6.9,0.0,52,Haze,4,20.017,73.834
2025-01-03,22,NSK_ADGAON_NKA,65.53,4,10.0,0.0,66,Cloudy,5,20.017,73.834
2025-01-03,23,NSK_MUMBAI_HWY,58.06,4,7.1,0.0,79,Clear,4,19.954,73.765
2025-01-04,0,NSK_CITY_CENTER,40.23,2,7.4,0.0,29,Clear,3,19.988,73.771
2025-01-04,1,NSK_CITY_CENTER,18.19,1,7.0,0.0,40,Cloudy,1,19.988,73.771
2025-01-04,2,NSK_CITY_CENTER,36.95,4,8.3,0.0,76,Clear,2,19.988,73.771
2025-01-04,3,NSK_ADGAON_NKA,24.88,2,7.7,0.0,58,Cloudy,1,20.017,73.834
2025-01-04,4,NSK_MUMBAI_HWY,22.27,1,12.5,0.0,77,Clear,1,19.954,73.765
2025-01-04,5,NSK_ADGAON_NKA,45.35,5,14.9,0.0,54,Clear,3,20.017,73.834
2025-01-04,6,NSK_ADGAON_NKA,64.96,6,16.0,0.0,27,Sunny,5,20.017,73.834
2025-01-04,7,NSK_CITY_CENTER,80.59,7,19.1,0.0,35,Cloudy,6,19.988,73.771
2025-01-04,8,NSK_CITY_CENTER,70.88,7,15.8,0.0,51,Clear,5,19.988,73.771
2025-01-04,9,NSK_GANGAPUR_RD,105.92,7,22.7,0.0,25,Cloudy,8,20.015,73.765
2025-01-04,10,NSK_MUMBAI_HWY,105.66,9,19.1,0.0,27,Sunny,8,19.954,73.765
2025-01-04,11,NSK_CITY_CENTER,82.67,5,22.8,0.0,86,Clear,6,19.988,73.771
2025-01-04,12,NSK_MUMBAI_HWY,68.76,5,28.3,0.0,65,Clear,5,19.954,73.765
2025-01-04,13,NSK_MUMBAI_HWY,60.37,6,22.9,0.0,81,Sunny,4,19.954,73.765
2025-01-04,14,NSK_CITY_CENTER,55.62,3,23.4,0.0,88,Cloudy,4,19.988,73.771
2025-01-04,15,NSK_CITY_CENTER,84.02,6,24.7,0.0,63,Cloudy,6,19.988,73.771
2025-01-04,16,NSK_ADGAON_NKA,53.88,3,18.6,0.0,44,Cloudy,4,20.017,73.834
2025-01-04,17,NSK_ADGAON_NKA,79.74,6,19.8,0.0,44,Sunny,6,20.017,73.834
2025-01-04,18,NSK_ADGAON_NKA,123.25,10,12.9,0.0,63,Clear,10,20.017,73.834
2025-01-04,19,NSK_GANGAPUR_RD,99.4,9,15.2,0.0,37,Sunny,8,20.015,73.765
2025-01-04,20,NSK_GANGAPUR_RD,120.66,8,10.4,0.0,22,Clear,10,20.015,73.765
2025-01-04,21,NSK_GANGAPUR_RD,77.57,7,12.1,0.0,69,Clear,6,20.015,73.765
2025-01-04,22,NSK_GANGAPUR_RD,66.58,6,7.6,0.0,66,Clear,5,20.015,73.765
2025-01-04,23,NSK_ADGAON_NKA,79.68,7,4.8,0.0,42,Clear,6,20.017,73.834
2025-01-05,0,NSK_MUMBAI_HWY,35.44,4,6.0,0.0,46,Cloudy,2,19.954,73.765
2025-01-05,1,NSK_MUMBAI_HWY,23.56,3,8.2,0.0,31,Sunny,1,19.954,73.765
2025-01-05,2,NSK_CITY_CENTER,35.31,3,8.2,0.0,47,Sunny,2,19.988,73.771
2025-01-05,3,NSK_ADGAON_NKA,23.6,3,9.3,0.0,29,Cloudy,1,20.017,73.834
2025-01-05,4,NSK_CITY_CENTER,18.31,2,8.5,0.0,64,Clear,1,19.988,73.771
2025-01-05,5,NSK_MUMBAI_HWY,29.8,2,9.6,0.0,54,Clear,2,19.954,73.765
2025-01-05,6,NSK_ADGAON_NKA,74.89,6,15.3,0.0,69,Clear,6,20.017,73.834
2025-01-05,7,NSK_GANGAPUR_RD,68.55,4,14.8,0.0,25,Clear,5,20.015,73.765
2025-01-05,8,NSK_GANGAPUR_RD,55.25,4,21.7,0.0,34,Sunny,4,20.015,73.765
2025-01-05,9,NSK_MUMBAI_HWY,105.15,9,21.5,0.0,68,Haze,8,19.954,73.765
2025-01-05,10,NSK_GANGAPUR_RD,119.97,9,24.1,0.0,77,Clear,9,20.015,73.765
2025-01-05,11,NSK_CITY_CENTER,85.83,8,28.3,0.0,29,Clear,6,19.988,73.771
2025-01-05,12,NSK_GANGAPUR_RD,56.5,6,24.3,0.0,34,Sunny,4,20.015,73.765
2025-01-05,13,NSK_MUMBAI_HWY,83.12,7,21.4,0.0,83,Sunny,6,19.954,73.765
2025-01-05,14,NSK_GANGAPUR_RD,74.57,7,27.3,0.0,35,Sunny,5,20.015,73.765
2025-01-05,15,NSK_CITY_CENTER,58.29,6,24.0,0.0,46,Sunny,4,19.988,73.771
2025-01-05,16,NSK_CITY_CENTER,66.3,5,17.8,0.0,83,Clear,5,19.988,73.771
2025-01-05,17,NSK_GANGAPUR_RD,84.02,6,20.1,0.0,85,Sunny,6,20.015,73.765
2025-01-05,18,NSK_CITY_CENTER,101.35,9,15.2,0.0,27,Clear,8,19.988,73.771
2025-01-05,19,NSK_ADGAON_NKA,97.89,7,13.0,0.0,47,Clear,8,20.017,73.834
2025-01-05,20,NSK_MUMBAI_HWY,115.95,8,8.4,0.0,75,Sunny,10,19.954,73.765
2025-01-05,21,NSK_ADGAON_NKA,80.29,6,11.9,0.0,47,Cloudy,6,20.017,73.834
2025-01-05,22,NSK_MUMBAI_HWY,75.03,5,5.7,0.0,87,Clear,6,19.954,73.765
2025-01-05,23,NSK_GANGAPUR_RD,49.34,5,6.8,0.0,30,Haze,4,20.015,73.765
2025-01-06,0,NSK_GANGAPUR_RD,14.8,2,8.4,0.0,58,Haze,0,20.015,73.765
2025-01-06,1,NSK_ADGAON_NKA,22.17,2,9.1,0.0,72,Clear,1,20.017,73.834
2025-01-06,2,NSK_ADGAON_NKA,24.97,2,8.2,0.0,31,Sunny,1,20.017,73.834
2025-01-06,3,NSK_ADGAON_NKA,5.42,1,6.3,0.0,72,Sunny,0,20.017,73.834
2025-01-06,4,NSK_ADGAON_NKA,18.42,1,11.0,0.0,31,Sunny,1,20.017,73.834
2025-01-06,5,NSK_GANGAPUR_RD,14.01,2,13.9,0.0,51,Haze,0,20.015,73.765
2025-01-06,6,NSK_ADGAON_NKA,52.03,3,15.0,0.0,80,Clear,4,20.017,73.834
2025-01-06,7,NSK_GANGAPUR_RD,69.14,6,16.5,0.0,27,Sunny,5,20.015,73.765
2025-01-06,8,NSK_GANGAPUR_RD,70.72,6,18.5,0.0,44,Sunny,5,20.015,73.765
2025-01-06,9,NSK_MUMBAI_HWY,120.93,10,26.6,0.0,31,Clear,9,19.954,73.765
2025-01-06,10,NSK_GANGAPUR_RD,111.69,9,23.2,0.0,47,Sunny,9,20.015,73.765
2025-01-06,11,NSK_ADGAON_NKA,68.16,5,26.8,0.0,47,Clear,5,20.017,73.834
2025-01-06,12,NSK_GANGAPUR_RD,50.52,3,22.6,0.0,29,Clear,3,20.015,73.765
2025-01-06,13,NSK_MUMBAI_HWY,69.09,6,22.7,0.0,34,Haze,5,19.954,73.765
2025-01-06,14,NSK_GANGAPUR_RD,66.67,5,21.6,0.0,83,Sunny,5,20.015,73.765
2025-01-06,15,NSK_CITY_CENTER,48.07,4,20.2,0.0,27,Sunny,3,19.988,73.771
2025-01-06,16,NSK_CITY_CENTER,51.54,5,19.0,0.0,83,Clear,3,19.988,73.771
2025-01-06,17,NSK_MUMBAI_HWY,69.63,4,15.7,0.0,83,Clear,5,19.954,73.765
2025-01-06,18,NSK_CITY_CENTER,101.11,9,13.1,0.0,25,Sunny,8,19.988,73.771
2025-01-06,19,NSK_GANGAPUR_RD,100.15,9,13.9,0.0,73,Clear,8,20.015,73.765
2025-01-06,20,NSK_ADGAON_NKA,92.07,6,12.5,0.0,44,Clear,7,20.017,73.834
2025-01-06,21,NSK_ADGAON_NKA,57.26,4,7.1,0.0,29,Sunny,4,20.017,73.834
2025-01-06,22,NSK_MUMBAI_HWY,55.38,3,6.4,0.0,27,Clear,4,19.954,73.765
2025-01-06,23,NSK_CITY_CENTER,50.0,3,8.8,0.0,75,Clear,4,19.988,73.771
2025-01-07,0,NSK_GANGAPUR_RD,34.51,3,5.9,0.0,72,Sunny,2,20.015,73.765
2025-01-07,1,NSK_GANGAPUR_RD,13.71,0,9.4,0.0,24,Clear,0,20.015,73.765
2025-01-07,2,NSK_MUMBAI_HWY,24.27,1,8.8,0.0,64,Sunny,1,19.954,73.765
2025-01-07,3,NSK_GANGAPUR_RD,10.34,1,10.2,0.0,76,Cloudy,0,20.015,73.765
2025-01-07,4,NSK_MUMBAI_HWY,35.2,3,13.6,0.0,60,Sunny,2,19.954,73.765
2025-01-07,5,NSK_GANGAPUR_RD,33.59,2,14.1,0.0,76,Clear,2,20.015,73.765
2025-01-07,6,NSK_MUMBAI_HWY,72.02,6,18.4,0.0,43,Clear,5,19.954,73.765
2025-01-07,7,NSK_MUMBAI_HWY,68.05,5,18.5,0.0,23,Sunny,5,19.954,73.765
2025-01-07,8,NSK_ADGAON_NKA,70.92,7,17.9,0.0,40,Haze,5,20.017,73.834
2025-01-07,9,NSK_GANGAPUR_RD,89.62,8,23.4,0.0,82,Clear,7,20.015,73.765
2025-01-07,10,NSK_MUMBAI_HWY,106.8,9,26.1,0.0,41,Sunny,8,19.954,73.765
2025-01-07,11,NSK_MUMBAI_HWY,54.37,3,24.5,0.0,22,Clear,3,19.954,73.765
2025-01-07,12,NSK_ADGAON_NKA,57.17,4,24.9,0.0,32,Clear,4,20.017,73.834
2025-01-07,13,NSK_CITY_CENTER,62.69,6,21.2,0.0,33,Sunny,4,19.988,73.771
2025-01-07,14,NSK_CITY_CENTER,64.3,6,24.1,0.0,29,Sunny,4,19.988,73.771
2025-01-07,15,NSK_ADGAON_NKA,67.12,4,18.1,0.0,51,Clear,5,20.017,73.834
2025-01-07,16,NSK_GANGAPUR_RD,57.51,5,21.3,0.0,84,Clear,4,20.015,73.765
2025-01-07,17,NSK_ADGAON_NKA,60.76,5,15.7,0.0,36,Sunny,4,20.017,73.834
2025-01-07,18,NSK_MUMBAI_HWY,113.51,10,15.6,0.0,85,Haze,9,19.954,73.765
2025-01-07,19,NSK_GANGAPUR_RD,91.93,8,13.5,0.0,35,Haze,7,20.015,73.765
2025-01-07,20,NSK_GANGAPUR_RD,85.13,8,11.8,0.0,89,Sunny,7,20.015,73.765
2025-01-07,21,NSK_ADGAON_NKA,54.68,4,12.9,0.0,52,Clear,4,20.017,73.834
2025-01-07,22,NSK_CITY_CENTER,66.95,5,3.8,0.0,59,Sunny,5,19.988,73.771
2025-01-07,23,NSK_CITY_CENTER,58.96,6,3.8,0.0,51,Clear,5,19.988,73.771
2025-01-08,0,NSK_ADGAON_NKA,21.25,3,4.0,0.0,29,Clear,1,20.017,73.834
2025-01-08,1,NSK_ADGAON_NKA,6.08,0,6.8,0.0,52,Sunny,0,20.017,73.834
2025-01-08,2,NSK_GANGAPUR_RD,34.34,4,9.0,0.0,67,Haze,2,20.015,73.765
2025-01-08,3,NSK_MUMBAI_HWY,36.28,4,12.5,0.0,80,Clear,2,19.954,73.765
2025-01-08,4,NSK_GANGAPUR_RD,36.66,2,13.3,0.0,76,Sunny,2,20.015,73.765
2025-01-08,5,NSK_CITY_CENTER,10.22,0,12.3,0.0,85,Sunny,0,19.988,73.771
2025-01-08,6,NSK_CITY_CENTER,60.44,5,13.3,0.0,58,Sunny,4,19.988,73.771
2025-01-08,7,NSK_GANGAPUR_RD,64.91,5,15.7,0.0,21,Clear,5,20.015,73.765
2025-01-08,8,NSK_ADGAON_NKA,61.48,6,19.3,0.0,32,Clear,4,20.017,73.834
2025-01-08,9,NSK_CITY_CENTER,95.45,7,23.1,0.0,63,Clear,7,19.988,73.771
2025-01-08,10,NSK_ADGAON_NKA,104.92,7,22.6,0.0,35,Clear,8,20.017,73.834
2025-01-08,11,NSK_MUMBAI_HWY,47.52,4,25.3,0.0,39,Cloudy,3,19.954,73.765
2025-01-08,12,NSK_MUMBAI_HWY,52.11,5,25.4,0.0,60,Clear,3,19.954,73.765
2025-01-08,13,NSK_GANGAPUR_RD,63.0,4,21.5,0.0,39,Clear,4,20.015,73.765
2025-01-08,14,NSK_CITY_CENTER,69.47,6,24.2,0.0,58,Clear,5,19.988,73.771
2025-01-08,15,NSK_ADGAON_NKA,60.52,5,20.2,0.0,53,Clear,4,20.017,73.834
2025-01-08,16,NSK_ADGAON_NKA,42.76,5,17.5,0.0,86,Sunny,3,20.017,73.834
2025-01-08,17,NSK_CITY_CENTER,46.0,3,18.4,0.0,72,Sunny,3,19.988,73.771
2025-01-08,18,NSK_GANGAPUR_RD,106.42,8,16.3,0.0,33,Clear,8,20.015,73.765
2025-01-08,19,NSK_CITY_CENTER,104.83,9,13.1,0.0,34,Clear,8,19.988,73.771
2025-01-08,20,NSK_MUMBAI_HWY,93.63,8,8.6,0.0,60,Haze,8,19.954,73.765
2025-01-08,21,NSK_MUMBAI_HWY,52.56,4,12.1,0.0,21,Clear,4,19.954,73.765
2025-01-08,22,NSK_MUMBAI_HWY,56.48,5,10.6,0.0,45,Sunny,4,19.954,73.765
2025-01-08,23,NSK_CITY_CENTER,63.38,4,9.6,0.0,33,Sunny,5,19.988,73.771
2025-01-09,0,NSK_CITY_CENTER,5.68,1,7.5,0.0,67,Sunny,0,19.988,73.771
2025-01-09,1,NSK_MUMBAI_HWY,26.5,1,4.9,0.0,74,Sunny,2,19.954,73.765
2025-01-09,2,NSK_MUMBAI_HWY,36.4,3,7.2,0.0,72,Cloudy,2,19.954,73.765
2025-01-09,3,NSK_CITY_CENTER,32.78,3,3.8,0.0,28,Sunny,2,19.988,73.771
2025-01-09,4,NSK_GANGAPUR_RD,35.98,3,12.9,0.0,79,Clear,2,20.015,73.765
2025-01-09,5,NSK_ADGAON_NKA,20.63,3,13.8,0.0,20,Sunny,1,20.017,73.834
2025-01-09,6,NSK_GANGAPUR_RD,47.27,3,18.0,0.0,22,Sunny,3,20.015,73.765
2025-01-09,7,NSK_ADGAON_NKA,44.75,5,19.4,0.0,38,Sunny,3,20.017,73.834
2025-01-09,8,NSK_MUMBAI_HWY,49.01,4,21.2,0.0,23,Sunny,3,19.954,73.765
2025-01-09,9,NSK_MUMBAI_HWY,113.21,8,20.8,0.0,45,Haze,9,19.954,73.765
2025-01-09,10,NSK_GANGAPUR_RD,106.92,7,25.0,0.0,21,Sunny,8,20.015,73.765
2025-01-09,11,NSK_CITY_CENTER,49.82,4,26.4,0.0,58,Clear,3,19.988,73.771
2025-01-09,12,NSK_GANGAPUR_RD,71.57,7,25.1,0.0,38,Clear,5,20.015,73.765
2025-01-09,13,NSK_MUMBAI_HWY,63.5,6,26.1,0.0,38,Sunny,4,19.954,73.765
2025-01-09,14,NSK_ADGAON_NKA,71.47,6,23.0,0.0,60,Sunny,5,20.017,73.834
2025-01-09,15,NSK_CITY_CENTER,45.53,5,20.0,0.0,84,Clear,3,19.988,73.771
2025-01-09,16,NSK_MUMBAI_HWY,51.45,3,19.7,0.0,29,Haze,3,19.954,73.765
2025-01-09,17,NSK_MUMBAI_HWY,68.66,5,17.4,0.0,58,Clear,5,19.954,73.765
2025-01-09,18,NSK_GANGAPUR_RD,110.32,8,14.7,0.0,53,Clear,9,20.015,73.765
2025-01-09,19,NSK_GANGAPUR_RD,86.44,8,13.7,0.0,49,Clear,7,20.015,73.765
2025-01-09,20,NSK_GANGAPUR_RD,101.31,9,10.6,0.0,56,Sunny,8,20.015,73.765
2025-01-09,21,NSK_CITY_CENTER,55.03,5,10.6,0.0,34,Clear,4,19.988,73.771
2025-01-09,22,NSK_GANGAPUR_RD,56.29,5,10.2,0.0,48,Sunny,4,20.015,73.765
2025-01-09,23,NSK_CITY_CENTER,55.87,5,9.3,0.0,42,Clear,4,19.988,73.771
2025-01-10,0,NSK_GANGAPUR_RD,20.04,3,8.1,0.0,48,Clear,1,20.015,73.765
2025-01-10,1,NSK_ADGAON_NKA,26.3,3,8.3,0.0,47,Sunny,1,20.017,73.834
2025-01-10,2,NSK_ADGAON_NKA,20.77,3,8.4,0.0,21,Clear,1,20.017,73.834
2025-01-10,3,NSK_MUMBAI_HWY,32.07,4,8.6,0.0,27,Sunny,2,19.954,73.765
2025-01-10,4,NSK_MUMBAI_HWY,30.23,2,10.3,0.0,34,Clear,2,19.954,73.765
2025-01-10,5,NSK_ADGAON_NKA,21.38,2,14.1,0.0,65,Clear,1,20.017,73.834
2025-01-10,6,NSK_MUMBAI_HWY,51.51,4,13.3,0.0,46,Haze,4,19.954,73.765
2025-01-10,7,NSK_GANGAPUR_RD,62.86,6,18.0,0.0,30,Clear,4,20.015,73.765
2025-01-10,8,NSK_ADGAON_NKA,62.84,5,17.1,0.0,49,Clear,4,20.017,73.834
2025-01-10,9,NSK_GANGAPUR_RD,103.41,9,26.8,0.0,55,Sunny,8,20.015,73.765
2025-01-10,10,NSK_GANGAPUR_RD,106.84,9,22.2,0.0,59,Haze,8,20.015,73.765
2025-01-10,11,NSK_CITY_CENTER,75.55,7,22.7,0.0,72,Clear,5,19.988,73.771
2025-01-10,12,NSK_ADGAON_NKA,69.03,6,27.0,0.0,51,Cloudy,5,20.017,73.834
2025-01-10,13,NSK_GANGAPUR_RD,69.55,6,23.9,0.0,27,Cloudy,5,20.015,73.765
2025-01-10,14,NSK_ADGAON_NKA,56.65,4,24.8,0.0,33,Sunny,4,20.017,73.834
2025-01-10,15,NSK_ADGAON_NKA,76.74,5,24.6,0.0,89,Cloudy,5,20.017,73.834
2025-01-10,16,NSK_MUMBAI_HWY,63.21,5,19.7,0.0,56,Clear,4,19.954,73.765
2025-01-10,17,NSK_ADGAON_NKA,67.56,5,19.0,0.0,27,Cloudy,5,20.017,73.834
2025-01-10,18,NSK_GANGAPUR_RD,102.25,9,9.8,0.0,53,Clear,8,20.015,73.765
2025-01-10,19,NSK_CITY_CENTER,113.95,8,16.1,0.0,50,Cloudy,9,19.988,73.771
2025-01-10,20,NSK_CITY_CENTER,108.42,7,9.5,0.0,85,Sunny,9,19.988,73.771
2025-01-10,21,NSK_GANGAPUR_RD,52.7,4,14.1,0.0,44,Clear,4,20.015,73.765
2025-01-10,22,NSK_CITY_CENTER,39.62,3,6.0,0.0,36,Clear,3,19.988,73.771
2025-01-10,23,NSK_GANGAPUR_RD,49.78,4,9.2,0.0,41,Clear,4,20.015,73.765
2025-01-11,0,NSK_CITY_CENTER,40.51,3,7.0,0.0,77,Cloudy,3,19.988,73.771
2025-01-11,1,NSK_GANGAPUR_RD,23.46,2,9.1,0.0,29,Sunny,1,20.015,73.765
2025-01-11,2,NSK_MUMBAI_HWY,32.06,4,8.2,0.0,89,Clear,2,19.954,73.765
2025-01-11,3,NSK_ADGAON_NKA,42.73,4,10.0,0.0,34,Clear,3,20.017,73.834
2025-01-11,4,NSK_MUMBAI_HWY,42.86,4,13.3,0.0,81,Clear,3,19.954,73.765
2025-01-11,5,NSK_ADGAON_NKA,48.42,3,11.6,0.0,36,Clear,3,20.017,73.834
2025-01-11,6,NSK_GANGAPUR_RD,67.51,4,13.8,0.0,21,Clear,5,20.015,73.765
2025-01-11,7,NSK_CITY_CENTER,72.18,7,20.9,0.0,34,Clear,5,19.988,73.771
2025-01-11,8,NSK_ADGAON_NKA,74.8,6,22.9,0.0,34,Sunny,5,20.017,73.834
2025-01-11,9,NSK_MUMBAI_HWY,127.35,9,21.5,0.0,82,Haze,10,19.954,73.765
2025-01-11,10,NSK_ADGAON_NKA,130.2,11,23.2,0.0,35,Haze,10,20.017,73.834
2025-01-11,11,NSK_ADGAON_NKA,62.09,5,29.5,0.0,27,Clear,4,20.017,73.834
2025-01-11,12,NSK_CITY_CENTER,56.6,5,24.6,0.0,52,Cloudy,4,19.988,73.771
2025-01-11,13,NSK_GANGAPUR_RD,72.13,6,26.2,0.0,69,Sunny,5,20.015,73.765
2025-01-11,14,NSK_GANGAPUR_RD,73.08,6,21.3,0.0,77,Clear,5,20.015,73.765
2025-01-11,15,NSK_CITY_CENTER,67.33,4,25.7,0.0,81,Sunny,5,19.988,73.771
2025-01-11,16,NSK_CITY_CENTER,87.58,6,24.6,0.0,29,Sunny,6,19.988,73.771
